# 2theta(deg)  intensity
1.502017440558291339e+00 2.986117919921875000e+03
1.505450623279567690e+00 2.985299316406250000e+03
1.508883806000843819e+00 2.980727783203125000e+03
1.512316988722119726e+00 2.975866210937500000e+03
1.515750171443395855e+00 2.976192626953125000e+03
1.519183354164671984e+00 2.976556884765625000e+03
1.522616536885948113e+00 2.972994140625000000e+03
1.526049719607224242e+00 2.970645996093750000e+03
1.529482902328500371e+00 2.967981445312500000e+03
1.532916085049776278e+00 2.964801269531250000e+03
1.536349267771052407e+00 2.960611328125000000e+03
1.539782450492328536e+00 2.957828125000000000e+03
1.543215633213604665e+00 2.955431396484375000e+03
1.546648815934880794e+00 2.953682128906250000e+03
1.550081998656156923e+00 2.955665039062500000e+03
1.553515181377432830e+00 2.957734619140625000e+03
1.556948364098709181e+00 2.957940917968750000e+03
1.560381546819985088e+00 2.958509033203125000e+03
1.563814729541261217e+00 2.961297363281250000e+03
1.567247912262537346e+00 2.962096923828125000e+03
1.570681094983813253e+00 2.963527587890625000e+03
1.574114277705089604e+00 2.964688720703125000e+03
1.577547460426365733e+00 2.963992187500000000e+03
1.580980643147641640e+00 2.964063720703125000e+03
1.584413825868917769e+00 2.966979980468750000e+03
1.587847008590193898e+00 2.967885742187500000e+03
1.591280191311470027e+00 2.973075683593750000e+03
1.594713374032746156e+00 2.980444824218750000e+03
1.598146556754022285e+00 2.990495849609375000e+03
1.601579739475298192e+00 2.996593017578125000e+03
1.605012922196574321e+00 3.003460693359375000e+03
1.608446104917850450e+00 3.009231445312500000e+03
1.611879287639126579e+00 3.017716308593750000e+03
1.615312470360402708e+00 3.026523193359375000e+03
1.618745653081678837e+00 3.038323486328125000e+03
1.622178835802954744e+00 3.049441894531250000e+03
1.625612018524230873e+00 3.061182617187500000e+03
1.629045201245507002e+00 3.073408935546875000e+03
1.632478383966783131e+00 3.092782958984375000e+03
1.635911566688059260e+00 3.115740234375000000e+03
1.639344749409335389e+00 3.149330322265625000e+03
1.642777932130611296e+00 3.190133056640625000e+03
1.646211114851887647e+00 3.246261962890625000e+03
1.649644297573163554e+00 3.321925537109375000e+03
1.653077480294439683e+00 3.441061767578125000e+03
1.656510663015715812e+00 3.661956298828125000e+03
1.659943845736991719e+00 4.101183593750000000e+03
1.663377028458268070e+00 5.095837402343750000e+03
1.666810211179544199e+00 7.239447753906250000e+03
